屏开 晴日 春风 绿苔	崖悬百尺古|面削一屏开|晴日流丹草|春风长绿苔
稽 耘 菜甲 畦丁	已属畦丁了|都将菜甲耘|数时稽食籍|醢芥又羹芹
寂寞 信美 异乡 劳	信美非真美|徒劳本自劳|异乡今日社|寂寞食无糕
松桂 洞中 烟云 洞门	松桂擢危岑|烟云昼亦阴|洞门虽不锁|谁测洞中深
青冥 风露 清晓 缥缈	青冥风露凄|玉笙浮缥缈|石藓蚀秋花|萝月淡清晓
玉笛 灵岩 云叶 缥缈	暗室生云叶|灵岩吐石膏|何人吹玉笛|缥缈落青涛
肌骨 金茎 空翠 乘风	空翠湿香林|爽并金茎露|漱馀肌骨清|乘风纵轻步
归人 澄江 明月 捲帘	澄江净于练|归人浩思发|不信捲帘人|相思有明月
茫茫 渺渺 蓬莱 浮邱	渺渺蓬莱山|茫茫今古宙|洪厓曾否来|谩挹浮邱袖
瑶池 造化 春林 柳	玉甃兰封麝|瑶池柳养金|宸章先造化|摛藻自春林
谁 花枝 明 汉宫	浅立花枝上|红襟映萼明|汉宫谁最恨|不及尔身轻
轻 岁寒 飞去 娇红	老枝当岁寒|芳蘤春澹泞|雾绡轻欲无|娇红恐飞去
夜半 风雨 萧萧 打破	野寺十年心|无言坐灯下|夜半风雨来|萧萧打破瓦
白云 日夜 长啸 昆仑	醉尔华阳馆|如登昆仑巅|白云一长啸|青山日夜迁
楚水 金陵 白鸟 平	楚水平如镜|周回白鸟飞|金陵几多地|一去不知归
中 功 沙丘 望	归自沙丘后|因专定策功|国由中府令|帝在望夷宫
老作 天子 受 推毂	若个是何汤|老作受经生|一当天子问|推毂桓春卿
高楼 阑干 倚 零落	从来上台榭|不敢倚阑干|零落知成血|高楼直下看
翻飞 微 毛羽 高树	雏雀学翻飞|不知毛羽微|青鵳笑高树|待尔饱朝饥
实 欲断 梦中 肠	梦中疑是实|觉后忽非真|诚知肠欲断|穷鬼故调人
重 酒 回首 落日	全肩担荷时|落日重回首|世无相逢人|先生不在酒
船 牵 住 晓行	花底住鸣鞭|晓行滩上船|上流风较稳|百丈不须牵
维摩 日暮 鸣钟 病	五台五百僧|日暮鸣钟待|独有病维摩|未赴文殊会
平波 楚天 青霄 极目	极目楚天遥|湖亭晚兴饶|平波千万顷|鸥影落青霄
清风 水晶 秋月 芙蓉	秋月扬明辉|芙蓉开朵朵|捲起水晶帘|明月清风我
风 主人 台 怀	客有跛其足|莫登主人台|愿为南来风|长满主人怀
哀乐 城砖 枕 卧	卢生枕窍中|哀乐竟何用|我枕城砖卧|无窍亦无梦
露浥 天清 献寿 风凉	天清槐露浥|岁熟麦风凉|五日标嘉节|千龄献寿觞
锦瑟 凌波 春深 步步	翠带悬珰重|凌波步步轻|春深不成怨|锦瑟夜无声
友 秋 繁 竹	剑脊秋逾劲|鞭根老更繁|何堪拜吾竹|尚可友溪荪
独 日 亲 谁谓	苗枯亲未葬|号泣日于田|谁谓竟不雨|而能独有年
箜篌 深情 翡翠 珊瑚	绣幕珊瑚钩|春开翡翠楼|深情不肯道|娇倚钿箜篌
面面 睥睨 孤城 洞庭	两岸层层嶂|孤城面面山|横襟凭一叶|睥睨洞庭间
雷霆 凌空 银河 斗	擘石斗雷霆|蛟乎尔□怒|会当捲银河|凌空泻甘澍
波声 日夕 云归 白鸟	云归苹叶齐|雨积波声小|日夕水容青|飞来双白鸟
山风 荷叶 盈盈 卧	山风吹水香|脱巾池上坐|盈盈千岁龟|飞上荷叶卧
商丘 怍 吾师 视人	视人所不窥|修人所不为|奉以无愧怍|商丘是吾师
提携 老大 梦中 途穷	多难凭吾父|提携在梦中|此身能老大|不敢恨途穷
中人 列 舟 雪	皓然满一洲|洲畔千樯列|不见舟中人|但见舟上雪
倾盖 人道 知 心远	神交倾盖上|心远著诗时|无由向人道|人亦岂能知
浮云 扶桑 清光 西北	海上扶桑景|清光日见君|祇愁风雨夜|西北有浮云
死 龙天 移 吾病	吾病不忧死|本愿终不移|修供从今始|龙天鉴在兹
云林 寒光 左右 川原	寒光清邑里|夕望杳川原|左右云林旷|惟闻归雀喧
客心 风尘 安道 安	立马固安道|客心殊未安|风尘追往事|犹怯路行难
车骑 休 伯玉 愁多	年方伯玉早|恨比四愁多|会待休车骑|相随出罻罗
中人 风雨 虬龙 诗成	虬龙舞云端|风雨来海上|尚想堂中人|诗成一回向
白昼 林壑 斑斑 文采	文采蔚斑斑|爪牙利如琢|白昼舞狐狸|待尔出林壑
夕阳 画桥 绿水 木兰	停把木兰桡|随风度画桥|夕阳低绿水|鱼跃出银刀
馀力 日暮 西畴 荷锄	日暮荷锄归|就此轩上息|西畴犹未耕|迟我养馀力
朝阳 舍 亲 尘	韵胜谁能舍|色庄那得亲|朝阳一映树|到骨不留尘
天空 金钱 干戈 路远	路远无书寄|天空有雁过|金钱聊远卜|何日罢干戈
花里 柳絮 宿 牡丹	聚作梨梢白|轻争柳絮狂|夜来花里宿|通体牡丹香
关塞 霜落 洞庭 江南	霜落洞庭渚|江南九月秋|稍违关塞远|适足稻梁谋
行乐 歌吹 羊车 女	羊车行乐处|歌吹隔萧墙|赖有邻房女|时来说故乡
神 楚王 邻 巫山	妾非宋家邻|亦笑巫山神|便是楚王来|掩面不从人
入关 萧爽 平田 清响	入关但平田|复此得清响|何必问真源|神襟一萧爽
平湖 荷花 晴光 红裙	万顷平湖水|晴光射早霞|红裙斗画楫|相结采荷花
天地 清静 新秋 接	君如暑伏冰|所至自清静|翛然接新秋|已复天地性
落雁 霜叶 寒花 图	霜叶彫残芰|寒花发旧芦|一秋明眼处|落雁惠崇图
闲花 清净 甲第 道人	甲第非真有|闲花亦偶栽|聊为清净供|却对道人开
残红 赏 满地 飘零	烂漫不解赏|飘零空惨凄|残红正满地|不忍踏芳蹊
樵人 青松 阳春 受命	青松独受命|停雪待阳春|一遇樵人斧|同成朴樕薪
玉 水仙 山谷 逋仙	千古水仙玉|坡以逋仙配|山谷弟山矾|两事同一意
城西 谁言 虎溪 殷勤	谁言匡阜远|亦似石城西|观主今何去|殷勤过虎溪
苍梧 修竹 清风 寒玉	清风千古曲|雪涧敲寒玉|谁能继此音|苍梧泣修竹
说 天涯 家 巉岩	元子说阳华|巉岩不可家|此招吾已诺|不恨客天涯
云中 孤峰 白云 山客	空亭无人来|惟有白云过|山客扫孤峰|日日云中卧
命 香 血痕 荒冢	冒刃扶姑命|躯残刃折铓|至今荒冢里|赢得血痕香
露气 农事 明月 芳草	明月照河洲|露气闻芳草|幽村二三家|农事春方好
衰鬓 绿荷 玉露 歇	玉露团幽桂|黄英送绿荷|秋容无间歇|衰鬓独如何
鸳鸯 怀抱 花草 蝴蝶	蝴蝶亦有花|鸳鸯亦有草|花草总芬芳|要郎置怀抱
日夕 经旬 高林 寂寂	经旬不出户|日夕对高林|何人识孤往|寂寂无弦琴
睡 点 夜夜 缘	一更打二点|夜夜此时睡|今夜当此时|不睡缘底事
泉水 玉泉 传闻 禅心	泉水清于玉|禅心净似泉|传闻玉泉水|曾吐钵中莲
玉龙 干将 关中 楼兰	𫘧駬嘶金勒|干将吼玉龙|楼兰犹未斩|无梦到关中
青萝 寒光 形影 溪路	三声溪路绝|一壑同云多|寒光幽处近|形影托青萝
幽径 眼中 玉笋 难忘	竹萌何处在|石笋眼中青|乞取分幽径|难忘玉笋廷
风起 水边 带月 梅	一年春好处|都在水边梅|似雪因风起|和烟带月来
中人 幽 云去 踪迹	云去谷能幽|云来涧初白|惟有山中人|解指云踪迹
江头 性 稚子 风外	稚子得严师|以道发明性|春馆江头开|诵声风外听
薰 知见 香 闻	不属蔚宗传|又非知见薰|从来香一瓣|只许自闻闻
古 恸哭 圣代 悲辛	燕臣昔恸哭|千载为悲辛|圣代复元古|如君何足珍
山人 山好 季子 山水	昔逢惠山人|曾说惠山好|季子千里来|同饮惠山水
竹树 谁家 湖山 名园	偶尔入名园|层峰环竹树|莫问是谁家|湖山最深处
饥 东 谈 湖水	悠哉东湖水|不迎亦不随|相对澹无谈|可以乐我饥
送 南北 游梁 劳劳	游梁复归宋|南北更相送|失得两如何|劳劳不如梦
负薪 廊庙 志 出门	可怜负薪子|误有廊庙志|出门欲何之|马拙车未试
白日 雪压 绿 新年	御水冰销绿|宫梅雪压香|新年贺交泰|白日渐舒长
夏日 障 池 长	虽无白家池|竹是九之一|新萌如许长|来岁障夏日
夷门 风雨 银汉 咫尺	咫尺不可见|夷门风雨多|一水非银汉|无梁当奈何
齐眉 恩情 牵 贤	不为恩情牵|含凄为汝贤|反目未曾有|齐眉四十年
问年 黄发 甲子 山深	四老不知姓|相逢各问年|山深无甲子|黄发故依然
锦瑟 情绪 朱弦 绝	愁来情绪恶|锦瑟只闲抛|一任朱弦绝|何劳凤嘴胶
未 带 风叶 封	风叶相仍下|家童未埽除|绵联封蛰户|残缺带虫书
明珠 翡翠 照耀 家住	夫婿咸阳商|家住阊门右|千金买明珠|照耀翡翠首
竹影 松声 雨过 溪深	云来竹影暗|雨过松声凉|若问西来意|溪深杓柄长
悲歌 慷慨 咽 易水	悔与荆卿别|当时不请行|悲歌空慷慨|易水咽无声
尘 山河 大地 法王	朴落非他物|纵横不是尘|山河及大地|全露法王身
雨足 夕阳 轻云 叶叶	乍㬉回亭午|云生叶叶低|轻云将雨足|侵入夕阳西
入林 客衣 殷勤 独鸟	远雨渐入林|随风吹客衣|殷勤问独鸟|何事宿还飞
鸾凤 箕踞 争 天籁	欲与天籁争|披云独箕踞|忽作鸾凤音|犹然遍千树
罗帐 薄 檀郎 照	檀郎意憨痴|留灯照绰约|郎嫌罗帐深|侬嫌罗帐薄
树 将 清波 明月	轻飙拂凉树|明月浸清波|酒醉呼不醒|万物将吾何
行 好 风流 舂陵	柳侯好倔奇|颇类元道州|遂令舂陵行|至今犹风流
轻 胜 岩石 绝世	岩石凝清粹|端然绝世珍|声清轻楚玉|色润胜燕珉
红树 苍苔 白石 翘首	白石积苍苔|青林杂红树|翘首望乡山|云深知何处
爱 夜半 明月 性情	鸣鹤操音清|兴幽发性情|听琴爱夜半|明月上残更
谁知 甘 辛苦 滋味	青果来闽峤|分珍出御函|谁知辛苦后|滋味有馀甘
荷花 深藏 白鸟 清江	芋叶深藏径|荷花浅覆艭|阶除驯白鸟|村巷接清江
中人 白云 惆怅 遥遥	前山多白云|可望不可即|惆怅山中人|遥遥似相识
老人 孺子 书传 贤	莫谓老人倨|须知孺子贤|坑焚祸方烈|谁有素书传
文书 日日 尘心 绿竹	绿竹覆清渠|尘心日日疏|使君遗癖在|苦要读文书
白猿 下江 闻 白鹇	夜不闻白猿|朝不见白鹇|忘却下江水|错恨恋舟山
秀 鱼肥 水 深	罫布畦堪数|枝分水莫寻|鱼肥知已秀|鹤没觉初深
箜篌 江树 白鸥 分明	箜篌君乡来|分明记江树|想君诗成时|梦作白鸥去
独 过客 殿 蕊珠	过客危于惠|移儋远似琼|末年蕊珠殿|奏事独奎星
年年 拂 扶桑 尘埃	万里扶桑国|年年贡扇来|皇都无酷暑|赐尔拂尘埃
门 秋去 花下 捲帘	解补梁间垒|能寻花下门|春来与秋去|莫负捲帘恩
镜里 未老 东风 寂寞	寂寞何人问|韶颜镜里红|亦知年未老|无意向东风
平安 晋帖 看 问	倦揽今书尺|时将晋帖看|殷生与宰相|一体问平安
下 还 久断 军书	禾焦久断菽|卖妇还逋租|昨闻军书下|预徵今年租
黍 亲朋 驰 岁月	亲朋存者少|岁月去如驰|不记桃三窃|犹疑黍一炊
别离 腰肢 烟丝 迎风	湖上绿烟丝|迎风不自持|别离无意管|解斗好腰肢
月下 云窗 双 嵯峨	君爱堂前树|嵯峨碧干双|相思秋月下|枫子落云窗
春梦 江潭 花发 云月	云月有归处|故山清洛南|如何一花发|春梦遍江潭
欲辨 心转 忘机 月还	水尽月还□|空摇幡不飞|自怜心转□|欲辨已忘机
买 喜事 归舟 闻	久不闻乌鹊|朝来噪不休|殊乡无喜事|应为买归舟
行乐 地 老去 花	老去心还竞|春来花又新|未应行乐地|偏惬少年人
湖山 中看 景 雪	莫谓湖山景|寻常总一般|欲穷清胜处|须向雪中看
珍 蹲 度 结	起卧无时度|将身似狗蹲|肠中如粪结|巴豆最为珍
乘风 秋光 斜阳 极目	极目斜阳树|乘风落月梁|更和山与水|并作一秋光
衰鬓 闲 丹梯 望	衰鬓闲生少|丹梯望觉危|松须依石长|鹤不傍人卑
栏干 玉骨 昨宵 谁知	总爱酡颜浅|谁知玉骨寒|昨宵孤月影|亦上曲栏干
清韵 鬓影 人头 泠泠	清韵因风远|泠泠万木秋|莫矜玄鬓影|叫白几人头
暗 满腔 草木 中流	天上列星坠|人间草木愁|满腔都是泪|只向暗中流
神仙 松关 石磴 云梯	云梯连石磴|香树锁松关|林壑疑无路|神仙别有山
寒林 叠嶂 招提 暮烟	叠嶂寒林杪|招提满暮烟|渔归犹反顾|飞雁背江船
解颐 胜 玉版 渭川	阿戎胜此君|解颐须折角|玉版得细参|渭川成浪谑
山僧 夜长 白云 柴门	松林有茅宇|白云往还来|山僧爱云好|柴门夜长开
好风 岁寒 枝 词林	昔在词林日|同看翠玉枝|好风清不断|曾结岁寒期
罗浮 高高 江潮 紫霄	赖有一铁桥|高高跨紫霄|罗浮离复合|不用涉江潮
峨嵋 忘言 菡萏 金石	阿俊平生友|忘言金石志|永怀菡萏晚|应想峨嵋翠
梅花 春酒 玉壶 冰心	玉壶浸梅花|为郎治春酒|冰心故映玉|原是顾家妇
才 老气 月中 味	老气苍莓合|幽英屑玉开|有人曾赏味|道是月中才
眉 儿 走 行人	当风鸦臭气|一个豆娘儿|熏得行人走|冲爷皱断眉
衰鬓 惊秋 旧游 山下	故人已为土|衰鬓亦惊秋|犹喜孤山下|相逢说旧游
老 挥斤 垂垂 文章	四十垂垂老|文章岂更新|鼻端如可斲|犹拟为挥斤
平林 陇头 散发 山云	辍耕陇头夕|山云稍欲没|散发啸平林|饭牛待凉月
山川 月缺 还 阻	日没还上天|月缺还再圆|如何同心者|一别阻山川
洞天 终日 深藏 名园	世人竞蜗角|终日汩尘缘|谁谓名园内|深藏小洞天
夔州 行年 逢 巫峡	巫峡逢生日|夔州见立春|行年五十五|羞作戴花人
凤凰 帘下 问花 水晶	问鸿鸿已归|问花花不知|却把凤凰箫|水晶帘下吹
渊明 归思 主人 羲皇	篱下多新菊|渊明归思长|主人方爱客|未得傲羲皇
英雄 功 羽翼 山中	四老本英雄|来成羽翼功|向令秦重士|未必隐山中
仙宫 云物 卷舒 新	仙宫已降敕|雅有新迁除|乞为此阁使|云物屡卷舒
惟 儿童 江湖 伯氏	儿童随伯氏|渔此供宾庖|江湖四十载|往迹惟神交
意 树边 看花 枝	都无看花意|偶到树边来|可怜枝上色|一一为愁开
石梁 霜落 大堤 寒流	霜落水禽啼|寒流绕大堤|长鱼不受钓|跃过石梁西
初 包羲 未分 多事	朕兆未分初|都卢只老夫|包羲太多事|胡处又添须
王 爽气 山林 意	平生王马曹|爽气在今朝|未了山林事|人之意也消
南北	处世曾无著|生前事尽非|一瓶兼一衲|南北去如归
愿作 乡土 西南 转	十日不尝鱼|九日不却暑|愿作西南风|吹侬转乡土
船 王猷 赏 赏心	君因赏月来|赏心不赏月|一夜冉泾船|千古王猷雪
滴 小亭 空翠 幽	前峰与后峰|何处容吾屐|兀坐小亭幽|时闻空翠滴
海门 雄风 黄昏 画角	雄风摇碧绿|画角吊黄昏|一带分江记|双峰点海门
青山 风云 落日 平台	独上平台上|风云万里来|青山一尊酒|落日未能回
白头 城中 青眼 初逢	湖上初逢地|城中再会年|白头今老矣|青眼故依然
神女 多情 文君 长卿	神女得张硕|文君遇长卿|逢时两相得|聊足慰多情
还家 将军 春老 未	三月二十七|羌山始见花|将军了边事|春老未还家
欲去 渡江 日 恋	欲去更还顾|依依恋所知|今朝去京日|似子渡江时
移 化人 天女 奇	花疑天女现|根讶化人移|到眼如曾识|无心转见奇
铁石	万事以诚立|不诚心不专|诚心非铁石|铁石被诚穿
奔走 城中 入城 猛虎	猛虎初入城|城中尽奔走|近来人狎虎|割肉喂其口
荒烟 寒潮 高柳 长条	寒潮落沙堰|高柳入荒烟|莫把长条折|秋来欲系船
满山 幽鸟 石泉 世事	春涧鸣幽鸟|春华欲满山|不知人世事|一枕石泉闲
种 愁人 秋深 花发	方丈多花发|秋深恰似春|从师分数种|来伴坐愁人
英英 我意 君 秉	英英君令弟|介烈夙所秉|就死得处所|我意复何恨
名重 响 天颜 午夜	杨震香名重|边生午夜闲|铎鸣风教响|应起觐天颜
挂 中看 明镜 试将	兔子死兰弹|持来挂竹竿|试将明镜照|何异月中看
儿 唧唧 竹篱 篝灯	一蛬何唧唧|吟落儿童心|只在竹篱外|篝灯无处寻
宜春 剪彩 风光 新	花胜已宜春|剪彩更为人|风光今日好|颜貌一时新
风雨 秋 斜阳 幽	几树浓于茜|斜阳景最幽|忽因风雨尽|全减十分秋
数 金尊 喜 清光	月从今夜满|秋向此时分|莫惜金尊数|清光喜共君
金锁 进退 明中 转觉	交互明中暗|功齐转觉难|力穷忘进退|金锁网鞔鞔
饥寒 诗酒 白屋 雪霁	雪霁景如画|几家诗酒欢|谁知白屋下|连日有饥寒
求 鱼虾 洁白 清流	其外殊洁白|俯风临清流|其中乃贪秽|尽日鱼虾求
写 素琴 携 出山	出山静而清|遇石何不平|谁能携素琴|为我写此声
吹笙 碧桃 仙子 花边	仙子吹笙处|碧桃花正开|花边有竹实|留待凤归来
玉盘 西风 吹落 春寒	久系怜瓜苦|无才荐玉盘|西风不吹落|留蔓到春寒
芳树 亭 仙仗 翠屏	晓游临碧殿|日上望春亭|芳树罗仙仗|晴山展翠屏
山南 钟声 行道 僧居	孤绝山南寺|僧居无限清|不知行道处|空听暮钟声
兰 变 贱 馨香	为蕙不为兰|是侬甘自贱|祗恐花虽多|馨香有时变
梦中	梦有浮生相|浮生即梦同|浮生无用忆|遮莫忆梦中
媚 清白 夭桃 春风	岂有夭桃艳|淡然群卉中|全身是清白|那肯媚春风
人知 意味 见我 我昔	我昔访君日|君来见我时|一般真意味|不许别人知
银塘 玉砌 漾 昼景	彩树春芳满|仙蓂昼景长|早花依玉砌|初溜漾银塘
爱 贵 桃李 花色	花色亦何贵|画葵爱葵心|岂无桃李颜|要非君所钦
神仙 画里 紫烟 还丹	自服大还丹|千秋去紫烟|徒闻不曾见|画里觅神仙
淅淅 林中 月出 寒雨	月出东方高|剌剌灯下语|漂摇林中箨|淅淅如寒雨
放浪 双栖 平野 萧闲	双栖平野间|弋者无所慕|何限放浪才|自得萧闲趣
海内 门下 知名 含情	二泉门下士|海内早知名|通家一书札|万里各含情
树下 苦吟 落叶 瘦影	人坐秋树下|月在秋树上|苦吟落叶空|瘦影自相向
日落 远树 苍烟 白鹭	空江白鹭起|远树苍烟合|日落泛舟时|长天见孤塔
绝胜 经年 寒灰 馀子	经年一会面|危坐拥寒灰|绝胜对馀子|一朝来百回
烟树 南征 歌声 捲帘	挂席向南征|风微细浪生|捲帘烟树渺|何处棹歌声
愁心 河阳 玉井 梧叶	未坠高梧叶|初生玉井凉|愁心异潘岳|独自向河阳
晚风 住 残暑 宿昔	宿昔尚残暑|晚风吹欲无|不知留此住|更白几茎须
田 水 流入 未	旧址依然在|荒墟未百年|还分一桥水|流入几家田
高岸 仙 刻 谷	高岸已为谷|斯人如蜕蝉|固应留宝刻|信示当家仙
春酒 东溪 熟 山中	为向东溪道|人来路渐赊|山中春酒熟|何处得停家
